386,254,195,195
391,256,195,195
450,247,195,195
562,247,195,195
596,239,195,195
590,247,195,195
588,254,195,195
591,265,195,195
561,256,195,195
495,266,195,195
494,254,195,195
490,262,195,195
488,256,195,195
492,258,195,195
495,255,195,195
494,263,195,195
496,256,195,195
494,244,195,195
497,262,195,195
493,253,195,195
494,259,195,195
495,248,195,195
490,252,195,195
497,254,195,195
494,251,195,195
492,245,195,195
492,237,195,195
498,243,195,195
498,248,195,195
511,256,195,195
500,246,195,195
495,248,195,195
494,242,195,195
496,245,195,195
496,239,195,195
492,244,195,195
486,255,195,195
498,248,195,195
494,241,195,195
496,247,195,195
495,238,195,195
498,251,195,195
498,243,195,195
501,249,195,195
505,241,195,195
503,246,195,195
509,257,195,195
515,258,195,195
501,244,195,195
508,243,195,195
504,247,195,195
502,249,195,195
497,252,195,195
500,253,195,195
508,257,195,195
511,252,195,195
508,255,195,195
512,254,195,195
511,254,195,195
504,253,195,195
510,260,195,195
504,254,195,195
502,255,195,195
514,243,195,195
556,222,195,195
547,215,195,195
550,210,195,195
546,211,195,195
540,218,195,195
540,213,195,195
539,218,195,195
541,209,195,195
538,204,195,195
539,197,195,195
540,199,195,195
539,209,195,195
541,211,195,195
536,199,195,195
536,197,195,195
538,202,195,195
533,194,195,195
533,194,195,195
534,192,195,195
538,202,195,195
526,204,195,195
544,197,195,195
712,204,195,195
732,206,195,195
728,217,195,195
733,214,195,195
728,210,195,195
726,223,195,195
728,224,195,195
724,228,195,195
728,219,195,195
730,223,195,195
756,240,195,195
791,269,195,195
791,270,195,195
789,268,195,195
785,262,195,195
779,264,195,195
784,268,195,195
789,268,195,195
792,259,195,195
787,259,195,195
789,250,195,195
793,250,195,195
797,257,195,195
777,269,195,195
596,317,195,195
464,348,195,195
481,343,195,195
479,339,195,195
479,340,195,195
489,335,195,195
480,332,195,195
483,332,195,195
471,342,195,195
473,336,195,195
487,346,195,195
488,335,195,195
484,337,195,195
491,338,195,195
484,352,195,195
491,356,195,195
483,352,195,195
493,346,195,195
489,343,195,195
484,342,195,195
495,332,195,195
497,337,195,195
498,347,195,195
499,348,195,195
493,351,195,195
481,349,195,195
488,349,195,195
499,345,195,195
517,337,195,195
523,324,195,195
517,324,195,195
517,328,195,195
515,336,195,195
515,327,195,195
516,336,195,195
508,333,195,195
514,337,195,195
505,338,195,195
508,341,195,195
454,340,195,195
454,342,195,195
460,348,195,195
461,350,195,195
466,355,195,195
463,356,195,195
460,350,195,195
462,348,195,195
462,345,195,195
459,343,195,195
468,348,195,195
463,353,195,195
464,346,195,195
471,347,195,195
464,349,195,195
472,347,195,195
470,348,195,195
476,339,195,195
479,343,195,195
474,347,195,195
482,345,195,195
478,347,195,195
485,343,195,195
520,326,195,195
511,332,195,195
507,322,195,195
510,318,195,195
518,323,195,195
517,318,195,195
516,315,195,195
522,314,195,195
518,318,195,195
516,327,195,195
520,331,195,195
518,327,195,195
520,325,195,195
525,322,195,195
519,327,195,195
520,335,195,195
512,336,195,195
519,336,195,195
510,323,195,195
508,326,195,195
491,307,195,195
505,311,195,195
534,262,195,195
531,253,195,195
531,252,195,195
527,250,195,195
527,246,195,195
515,232,195,195
510,257,195,195
510,254,195,195
507,240,195,195
507,260,195,195
512,254,195,195
504,245,195,195
501,251,195,195
500,247,195,195
491,258,195,195
497,256,195,195
498,260,195,195
501,247,195,195
498,258,195,195
501,256,195,195
499,259,195,195
496,267,195,195
507,264,195,195
501,267,195,195
499,260,195,195
498,268,195,195
494,264,195,195
464,315,195,195
465,313,195,195
462,315,195,195
459,311,195,195
462,307,195,195
456,314,195,195
461,309,195,195
462,309,195,195
467,313,195,195
471,296,195,195
469,310,195,195
474,313,195,195
477,310,195,195
482,312,195,195
533,317,195,195
764,342,195,195
791,364,195,195
797,369,195,195
790,363,195,195
801,364,195,195
792,362,195,195
842,360,195,195
847,354,195,195
851,353,195,195
850,352,195,195
854,351,195,195
856,354,195,195
865,342,195,195
850,348,195,195
854,357,195,195
848,337,195,195
864,361,195,195
856,344,195,195
840,344,195,195
846,350,195,195
860,350,195,195
847,367,195,195
854,365,195,195
857,370,195,195
845,356,195,195
848,370,195,195
848,355,195,195
618,405,195,195
481,444,195,195
471,451,195,195
484,447,195,195
486,450,195,195
498,426,195,195
512,423,195,195
511,425,195,195
514,418,195,195
506,428,195,195
513,428,195,195
522,399,195,195
510,399,195,195
519,409,195,195
503,419,195,195
492,409,195,195
532,416,195,195
521,420,195,195
483,384,195,195
461,383,195,195
475,392,195,195
467,381,195,195
484,392,195,195
467,390,195,195
478,390,195,195
475,384,195,195
472,385,195,195
480,383,195,195
467,389,195,195
475,392,195,195
462,370,195,195
489,394,195,195
490,408,195,195
491,392,195,195
481,398,195,195
486,373,195,195
498,399,195,195
483,384,195,195
495,402,195,195
497,403,195,195
498,393,195,195
500,406,195,195
496,418,195,195
498,403,195,195
497,408,195,195
477,391,195,195
497,386,195,195
498,424,195,195
504,398,195,195
548,398,195,195
564,404,195,195
563,390,195,195
553,388,195,195
549,389,195,195
541,382,195,195
532,376,195,195
530,373,195,195
512,384,195,195
517,367,195,195
506,364,195,195
509,371,195,195
511,351,195,195
512,369,195,195
514,374,195,195
513,381,195,195
518,375,195,195
534,389,195,195
526,387,195,195
527,390,195,195
538,377,195,195
543,381,195,195
