356,426,195,195
334,441,195,195
352,428,195,195
344,426,195,195
360,446,195,195
322,376,195,195
349,436,195,195
370,460,195,195
362,470,195,195
363,465,195,195
369,453,195,195
362,456,195,195
371,459,195,195
368,470,195,195
368,457,195,195
354,465,195,195
367,468,195,195
357,457,195,195
352,495,195,195
357,495,195,195
355,495,195,195
348,490,195,195
362,495,195,195
341,480,195,195
325,470,195,195
314,468,195,195
314,469,195,195
336,471,195,195
323,471,195,195
325,476,195,195
328,474,195,195
336,472,195,195
337,491,195,195
364,490,195,195
372,491,195,195
353,488,195,195
364,481,195,195
383,465,195,195
388,451,195,195
380,451,195,195
379,447,195,195
384,449,195,195
369,438,195,195
361,424,195,195
380,442,195,195
362,427,195,195
376,430,195,195
385,442,195,195
363,444,195,195
382,474,195,195
388,485,195,195
393,484,195,195
400,502,195,195
393,489,195,195
388,488,195,195
409,467,195,195
418,460,195,195
415,460,195,195
387,447,195,195
487,592,195,195
450,454,195,195
433,420,195,195
437,427,195,195
430,408,195,195
568,420,195,195
585,415,195,195
589,410,195,195
574,386,195,195
588,414,195,195
583,404,195,195
624,409,195,195
644,359,195,195
621,388,195,195
637,380,195,195
627,352,195,195
638,415,195,195
649,393,195,195
639,402,195,195
645,401,195,195
637,413,195,195
649,373,195,195
661,390,195,195
660,389,195,195
667,410,195,195
644,368,195,195
655,355,195,195
668,410,195,195
653,387,195,195
656,403,195,195
654,381,195,195
650,412,195,195
662,426,195,195
647,414,195,195
655,412,195,195
422,373,195,195
390,382,195,195
402,416,195,195
422,418,195,195
382,376,195,195
326,371,195,195
316,385,195,195
322,371,195,195
314,353,195,195
326,372,195,195
328,377,195,195
355,358,195,195
328,349,195,195
337,346,195,195
336,342,195,195
352,359,195,195
378,363,195,195
350,338,195,195
373,358,195,195
385,369,195,195
387,362,195,195
380,362,195,195
381,356,195,195
358,361,195,195
336,352,195,195
339,332,195,195
355,350,195,195
346,346,195,195
353,353,195,195
350,346,195,195
349,341,195,195
332,331,195,195
337,336,195,195
341,339,195,195
347,340,195,195
337,316,195,195
351,357,195,195
350,331,195,195
343,350,195,195
328,364,195,195
330,349,195,195
342,343,195,195
338,352,195,195
334,347,195,195
326,366,195,195
336,364,195,195
333,361,195,195
333,389,195,195
323,375,195,195
346,369,195,195
346,369,195,195
336,414,195,195
348,416,195,195
326,396,195,195
348,375,195,195
340,353,195,195
362,372,195,195
338,348,195,195
328,316,195,195
315,298,195,195
355,349,195,195
363,373,195,195
361,348,195,195
345,357,195,195
366,354,195,195
340,352,195,195
353,363,195,195
295,328,195,195
358,383,195,195
354,373,195,195
369,222,195,195
353,357,195,195
364,399,195,195
349,388,195,195
338,379,195,195
354,386,195,195
336,399,195,195
353,416,195,195
339,358,195,195
333,335,195,195
323,391,195,195
323,391,195,195
323,391,195,195
360,388,195,195
347,396,195,195
332,368,195,195
347,393,195,195
359,374,195,195
357,387,195,195
347,375,195,195
356,392,195,195
322,371,195,195
344,380,195,195
353,378,195,195
334,374,195,195
328,354,195,195
318,379,195,195
326,400,195,195
299,354,195,195
345,406,195,195
313,399,195,195
314,386,195,195
306,377,195,195
317,375,195,195
318,357,195,195
338,388,195,195
333,377,195,195
338,377,195,195
327,340,195,195
343,358,195,195
354,375,195,195
307,362,195,195
324,361,195,195
336,367,195,195
330,372,195,195
334,364,195,195
326,364,195,195
325,378,195,195
304,370,195,195
324,401,195,195
319,381,195,195
352,342,195,195
339,362,195,195
341,340,195,195
344,350,195,195
338,358,195,195
345,365,195,195
344,385,195,195
329,362,195,195
361,363,195,195
344,368,195,195
343,356,195,195
321,379,195,195
331,349,195,195
347,365,195,195
317,297,195,195
323,292,195,195
323,292,195,195
345,340,195,195
318,293,195,195
326,296,195,195
332,319,195,195
331,322,195,195
328,317,195,195
341,318,195,195
327,324,195,195
312,281,195,195
321,283,195,195
328,294,195,195
349,287,195,195
325,305,195,195
307,282,195,195
326,326,195,195
364,301,195,195
356,315,195,195
331,283,195,195
303,302,195,195
321,326,195,195
321,326,195,195
321,326,195,195
377,377,195,195
369,397,195,195
438,272,195,195
398,401,195,195
397,392,195,195
408,387,195,195
383,384,195,195
393,357,195,195
433,323,195,195
401,365,195,195
415,360,195,195
413,361,195,195
407,345,195,195
434,373,195,195
408,362,195,195
447,395,195,195
463,356,195,195
571,329,195,195
589,348,195,195
601,279,195,195
555,270,195,195
576,245,195,195
598,258,195,195
600,224,195,195
599,234,195,195
611,275,195,195
602,280,195,195
594,229,195,195
596,197,195,195
600,233,195,195
615,248,195,195
601,191,195,195
617,255,195,195
597,240,195,195
595,260,195,195
606,240,195,195
622,248,195,195
610,244,195,195
624,253,195,195
646,290,195,195
568,231,195,195
356,226,195,195
360,232,195,195
341,258,195,195
368,221,195,195
368,231,195,195
370,252,195,195
368,268,195,195
346,279,195,195
376,267,195,195
386,279,195,195
360,278,195,195
368,251,195,195
349,273,195,195
356,234,195,195
